AT,V,AP,RH
31.35,70.8,1010.11,66.37
14.6,44.84,1023.58,88.21
15.67,38.62,1015.76,66.29
15.9,39.99,1007.03,78.49
17.55,45.87,1008.07,80.98
12.02,40.66,1017.27,96.72
24.62,58.66,1011.43,56.61
17.39,42.44,1013.72,73.79
16.2,38.73,1002.14,75.03
17.34,47.03,1013.36,98.13
16.45,41.48,1016.64,45.21
12.79,44.68,1022.51,99.55
22.36,58.79,1016.69,73.6
25.31,67.9,1006.34,68.04
15.43,41.1,1005.2,85.06
26.31,72.39,1001.16,88.43
22.12,69.71,1009.7,90.22
16.73,65.94,1013.79,90.19
23.66,61.86,1013.33,83.09
10.37,37.5,1013.19,79.25
11.23,39.72,1018.46,60.62
19.92,46.97,1014.32,69.17
23.57,63.91,1011.65,80.74
6.89,39.37,1020.21,74.17
32.55,73.03,1014.36,44.83
28.09,63.31,1013.01,52.6
25.83,70.47,1006.24,81.83
14.56,39.39,1014.23,80.61
31.51,71.97,1007.84,71.18
16.03,65.46,1013.96,87.56
11.61,40.81,1025.68,72.08
10.01,40.78,1023.71,88.11
23.77,51.43,1006.67,84.09
11.36,41.48,1012.8,76.16
27.52,67.9,1005.65,59.52
28.41,74.16,1010.29,72.09
21.24,44.57,1008.72,72.57
31.19,70.94,1007.29,51.91
5.95,37.8,1022.03,67.97
19.75,49.02,1009.38,92.89
12.64,41.49,1019.78,94.0
14.07,43.34,1015.79,86.0
12.85,40.35,1011.29,81.27
26.65,66.48,1005.7,65.09
25.71,71.64,1008.85,77.31
13.69,41.74,1021.19,60.86
29.23,75.6,1017.72,52.26
14.29,46.18,1017.01,87.29
14.6,39.31,1011.11,72.52
8.99,36.3,1027.08,73.98
6.37,40.81,1025.98,91.0
30.98,67.45,1015.18,45.4
13.83,41.23,993.31,93.94
12.73,37.73,1021.89,61.76
21.93,57.17,1009.81,81.15
16.31,52.75,1024.4,55.69
12.76,42.32,1015.35,78.18
16.41,41.48,1016.28,45.19
27.69,70.32,1012.2,82.27
17.52,44.05,1008.87,85.67
20.3,58.46,1015.93,82.13
12.97,49.83,1008.69,91.49
2.64,39.64,1011.02,85.24
31.85,73.91,1003.6,60.22
25.2,65.59,1013.0,71.34
22.19,62.96,1019.54,67.96
11.42,40.43,1025.5,75.85
31.35,67.32,1013.74,38.56
10.01,41.17,1018.78,86.84
9.8,41.82,1032.98,67.55
10.22,41.74,1022.65,83.58
26.65,74.67,1015.73,77.32
10.47,44.21,1017.87,85.34
10.72,35.76,1019.71,62.26
12.59,39.72,1017.76,61.14
25.37,44.89,1009.27,63.06
24.96,60.27,1018.68,69.97
30.76,59.57,1010.66,61.76
17.86,52.9,1015.71,67.99
24.54,48.41,1008.61,73.53
25.06,65.46,1014.37,38.82
13.89,43.7,1015.12,64.99
24.5,58.66,1011.54,57.92
8.65,40.56,1023.23,78.85
13.75,44.47,1029.63,70.74
9.6,42.03,1017.66,92.27
6.76,36.25,1028.31,91.16
14.81,44.88,1019.1,66.7
25.34,49.5,1013.25,50.8
25.24,68.67,1006.76,76.95
23.77,69.13,1011.05,89.41
8.3,43.13,1020.02,83.11
29.05,65.74,1013.29,60.02
11.47,25.36,1008.27,95.4
10.55,41.26,1007.77,99.1
30.61,67.69,1004.97,47.46
23.24,45.01,1012.21,45.23
33.37,79.05,1007.19,62.64
26.7,62.26,1011.0,71.64
16.05,41.96,1011.82,96.05
24.79,75.6,1017.07,68.23
24.47,57.85,1013.05,66.34
27.57,60.07,1016.52,54.75
19.38,54.9,1017.08,70.46
24.96,77.54,1008.25,80.6
25.77,71.37,1008.88,78.96
26.09,70.4,1007.41,85.37
26.71,76.86,1002.86,74.5
29.29,57.19,1008.3,60.11
15.8,41.2,1016.08,77.83
21.12,63.56,1014.16,81.42
8.34,40.96,1023.28,89.45
21.33,63.86,1020.33,72.13
11.77,39.39,1012.9,85.8
27.54,66.93,1017.06,55.2
13.41,45.0,1021.65,45.24
13.86,41.58,1020.69,70.74
10.28,39.61,1020.43,69.09
21.87,69.45,1014.04,71.19
18.5,52.08,1006.23,100.09
13.45,42.44,1012.79,83.12
27.72,69.88,1007.58,72.25
24.99,48.92,1010.03,41.26
9.27,36.3,1026.93,72.13
30.31,77.24,1008.02,67.84
18.27,58.2,1018.34,72.73
28.35,70.32,1009.22,47.13
14.84,44.63,1019.28,57.37
24.4,71.14,1009.7,59.26
27.27,67.9,1006.36,62.12
17.9,48.98,1014.17,80.4
29.7,57.35,1005.63,57.35
12.52,41.44,1016.08,68.94
9.75,40.81,1026.0,84.44
23.61,63.94,1012.9,87.06
16.69,44.78,1010.41,58.18
24.12,58.66,1011.55,58.96
9.08,40.02,1031.2,75.34
9.6,41.82,1032.93,72.63
20.77,56.85,1012.4,83.63
29.23,77.3,1002.71,65.24
30.98,69.82,1009.17,50.63
25.27,63.91,1009.82,75.48
10.84,40.27,1005.24,87.27
7.52,41.66,1015.2,78.41
17.27,43.52,1021.37,76.73
25.78,47.93,1003.67,67.23
22.32,47.93,1004.07,86.95
12.82,38.62,1018.71,83.8
18.47,62.1,1019.86,82.57
32.31,66.44,1009.6,63.92
21.6,66.86,1013.02,54.19
23.3,48.78,1018.17,75.36
16.44,53.82,1015.4,63.16
24.48,50.23,1017.03,66.89
27.32,66.54,1004.95,72.58
18.98,38.52,1018.85,63.16
8.03,40.07,1016.06,47.46
21.01,44.05,1010.61,64.12
15.7,44.21,1021.26,86.83
18.14,67.71,1003.82,95.69
26.3,51.43,1012.05,63.62
15.28,43.71,1024.32,81.24
15.92,39.16,1006.59,71.32
6.53,42.85,1012.65,91.6
30.81,71.97,1008.36,75.0
17.95,49.21,1012.05,59.44
21.24,44.3,1014.34,83.39
18.44,39.72,1001.14,66.83
21.09,46.63,1013.03,74.8
27.92,74.99,1005.47,75.13
24.1,68.61,1010.97,74.87
30.6,72.29,1010.54,41.52
14.77,44.9,1020.5,84.31
24.51,51.86,1014.64,67.57
24.05,61.87,1009.64,54.54
20.4,57.85,1011.14,92.47
30.03,68.84,1011.41,53.82
12.2,44.77,1018.64,76.1
7.87,43.02,1014.67,83.58
21.44,63.09,1016.56,90.11
25.12,71.58,1010.18,87.5
27.99,71.64,1007.79,72.67
25.56,70.32,1009.07,90.63
18.68,56.65,1020.38,80.26
23.76,61.5,1009.15,68.52
30.08,67.25,1017.6,53.09
27.94,49.16,1004.22,35.46
16.02,44.21,1020.97,85.64
20.2,50.9,1011.72,77.63
25.31,49.82,1014.62,62.15
9.7,37.14,1012.79,75.2
20.83,70.72,1009.56,89.37
25.31,61.5,1009.31,63.31
24.8,68.3,1018.01,80.41
8.23,41.01,1022.89,98.03
14.77,44.47,1028.38,71.18
20.12,45.09,1013.73,57.78
12.27,43.8,1023.21,57.0
21.37,65.94,1010.73,75.09
28.84,75.6,1018.41,53.96
26.12,75.6,1017.41,72.31
14.39,43.56,1012.97,59.17
18.25,43.14,1011.51,55.16
14.08,39.31,1011.67,72.0
18.2,49.39,1018.83,96.3
22.72,58.82,1012.54,77.72
8.69,40.81,1026.19,86.25
31.08,59.57,1010.76,60.49
18.94,48.7,1007.82,92.88
18.27,65.94,1013.09,84.72
16.27,56.89,1013.74,84.36
21.35,59.04,1012.28,95.71
14.74,42.77,1017.71,76.59
12.24,41.2,1012.48,89.85
21.13,47.43,1006.97,64.26
14.03,44.88,1019.6,57.63
10.95,39.22,1015.69,62.3
18.26,69.94,1004.1,97.39
13.8,39.39,1013.85,81.95
16.03,41.23,996.35,82.04
8.86,40.23,1017.57,90.47
10.74,40.92,1021.74,94.97
22.86,58.96,1014.03,54.96
19.17,52.9,1016.56,65.23
10.39,44.85,1014.22,78.42
5.7,40.35,1012.18,91.57
15.93,25.88,1009.45,72.83
8.9,40.77,1011.67,90.26
9.76,39.16,1014.19,85.4
13.42,41.23,994.17,95.79
24.52,56.85,1012.59,54.47
32.45,66.44,1011.21,50.18
12.22,40.71,1021.25,80.83
13.15,42.44,1014.51,99.53
25.5,63.56,1013.85,64.69
29.57,67.83,1009.19,55.74
13.56,41.48,1008.53,87.2
23.21,63.94,1013.56,80.23
16.92,50.9,1013.27,82.97
22.71,59.43,1005.68,83.52
14.49,41.16,1000.5,82.17
22.83,41.1,1002.0,38.62
5.66,35.79,1013.86,94.42
28.16,71.94,1007.69,68.17
18.83,48.98,1016.33,74.23
31.27,73.91,1003.72,68.92
26.1,58.9,1004.18,71.63
12.39,40.75,1016.05,81.91
31.46,71.8,1010.75,54.88
24.43,72.43,1008.03,85.56
12.99,44.0,1025.22,90.27
10.61,43.79,1016.03,76.33
23.39,74.22,1009.83,86.05
14.89,35.71,1015.1,55.11
22.25,59.8,1016.79,69.02
10.72,41.17,1019.68,60.71
19.13,42.18,1001.45,98.77
20.27,63.09,1016.6,90.7
25.18,57.5,1015.07,60.76
24.07,71.97,1008.83,94.87
12.07,41.17,1013.54,71.32
30.71,68.27,1007.76,68.04
18.5,46.93,1015.0,66.81
14.43,39.82,1012.56,78.52
19.35,50.12,1005.43,100.1
13.07,45.51,1015.22,78.65
4.84,38.5,1011.96,81.62
10.2,40.67,1016.15,73.2
21.12,47.24,1003.79,70.55
32.48,69.89,1013.98,46.39
9.15,44.03,1012.45,81.67
20.66,51.19,1008.81,88.93
23.34,59.14,1017.47,78.91
25.56,60.32,1016.28,59.84
11.6,40.96,1023.95,86.83
24.77,58.41,1013.78,80.57
22.36,58.79,1011.77,87.51
26.47,47.43,1009.09,54.94
15.41,42.44,1012.6,86.74
10.16,41.62,1013.15,94.3
18.16,39.99,1007.73,70.54
11.92,43.8,1022.96,60.49
29.04,76.09,1007.52,75.44
24.72,77.54,1008.39,81.03
17.03,43.99,1021.5,82.32
14.17,42.86,1030.94,66.47
11.5,40.78,1023.91,86.31
19.73,69.51,1013.14,61.84
22.25,51.86,1013.08,83.64
32.45,44.37,1005.05,44.37
25.82,59.43,1008.08,65.25
19.2,59.21,1017.84,89.56
19.15,59.21,1018.41,88.9
18.97,44.78,1007.87,47.98
11.41,40.62,1015.56,57.62
29.19,70.32,1008.28,55.42
16.2,65.46,1013.97,89.84
14.49,41.92,1030.3,56.62
19.64,56.53,1019.6,76.19
20.77,69.51,1012.96,62.89
23.6,60.08,1017.51,63.02
17.84,61.27,1020.1,70.68
24.98,58.98,1010.34,78.56
28.85,57.19,1008.2,58.4
11.43,40.22,1010.84,81.04
33.3,68.14,1003.02,53.43
14.44,40.8,1025.05,56.59
24.99,51.43,1006.95,79.63
21.67,50.32,1008.41,85.99
26.34,59.21,1013.37,58.98
10.06,43.22,1014.1,85.7
16.55,39.64,1009.07,77.8
23.31,60.08,1017.14,64.35
23.47,51.3,1011.89,74.1
14.05,39.59,1011.2,94.54
30.53,73.21,1000.37,74.17
22.49,62.96,1020.21,78.99
15.21,43.5,1021.6,82.06
18.24,59.15,1012.0,84.4
16.34,41.48,1015.92,48.24
19.94,65.46,1017.7,68.94
14.09,45.87,1009.05,84.09
24.54,66.49,1011.1,69.14
22.78,58.59,1012.84,65.55
18.22,39.63,1005.11,79.0
21.19,74.93,1015.75,80.84
9.96,39.66,1015.23,82.98
28.95,66.75,1018.22,60.48
15.52,42.86,1015.09,83.48
14.15,39.28,1013.5,77.63
27.44,47.93,1002.71,59.44
6.5,41.14,1028.15,86.78
11.37,39.16,1016.54,87.05
19.46,47.03,1013.9,88.86
22.25,60.84,1018.07,73.67
22.01,58.46,1016.26,75.99
31.53,70.94,1007.11,50.04
15.11,42.99,1007.53,85.75
19.8,49.15,1020.88,61.88
6.75,39.37,1020.26,70.99
5.21,43.65,1017.64,78.62
19.1,43.79,1016.02,77.34
14.95,43.72,1010.28,93.62
18.99,44.58,1018.29,54.71
13.35,41.16,1011.32,89.12
25.31,74.33,1015.04,79.88
25.64,63.47,1012.33,68.35
13.56,49.83,1007.01,89.86
29.01,68.08,1010.74,52.51
25.3,71.29,1007.86,62.98
6.25,39.48,1004.82,52.71
7.67,35.77,1017.55,60.97
12.63,41.48,1009.61,87.69
23.09,70.47,1010.76,79.89
13.48,41.92,1030.2,65.96
33.94,74.67,1015.94,28.16
16.18,43.99,1021.97,80.96
8.27,38.56,1016.47,66.6
28.37,75.6,1017.48,55.19
24.85,70.47,1006.64,85.37
24.27,60.23,1011.84,77.8
10.81,45.0,1023.45,85.89
26.61,72.43,1007.71,75.82
22.07,48.41,1008.71,81.29
29.35,68.31,1010.46,46.2
9.13,40.02,1031.08,74.76
10.95,40.81,1016.19,77.96
27.11,70.04,1009.76,71.25
26.85,75.6,1017.43,74.55
26.22,67.45,1013.7,44.04
26.88,74.78,1010.42,64.81
29.45,64.96,1005.52,59.92
15.49,40.89,1007.16,82.16
13.16,54.3,1017.33,82.43
25.34,69.48,1008.4,74.79
17.36,41.23,998.08,63.46
22.89,74.78,1009.79,81.57
28.72,76.86,999.31,71.74
25.01,66.56,1004.55,82.46
16.74,39.16,1005.68,71.17
13.86,37.85,1011.4,89.7
15.86,40.66,1016.23,86.74
13.45,41.49,1020.19,88.72
22.24,60.07,1015.93,62.25
7.67,41.66,1016.25,77.0
11.72,39.18,1024.19,68.53
16.34,47.45,1009.41,92.96
10.97,40.6,1015.0,87.59
10.79,43.56,1015.15,73.01
21.11,69.94,1004.37,84.26
18.8,47.83,1005.86,76.77
13.14,43.71,1024.47,87.42
8.5,39.16,1014.1,86.64
6.67,39.37,1020.31,73.56
24.03,45.87,1007.55,52.48
10.48,39.58,1011.81,88.86
8.58,38.38,1021.03,84.37
27.16,65.61,1014.21,47.93
22.29,56.89,1014.39,84.89
24.22,56.89,1013.81,70.02
24.88,73.17,1012.26,84.96
17.25,39.39,1014.27,67.8
5.02,45.87,1007.8,99.22
23.46,72.43,1008.0,90.55
29.62,70.02,1010.09,43.1
15.02,41.48,1015.19,58.69
20.71,49.69,1010.26,69.97
7.26,41.22,1014.86,97.82
9.68,39.61,1015.63,74.5
14.12,39.52,1018.41,78.32
15.31,52.75,1025.21,55.22
3.74,35.19,1018.58,98.84
23.94,62.08,1022.47,61.97
10.15,41.46,1019.56,81.79
24.64,72.24,1011.37,80.61
14.66,43.13,1014.97,46.31
22.12,57.19,1007.56,76.5
9.59,38.56,1017.01,60.1
31.38,71.32,1009.17,60.42
12.38,45.51,1016.15,81.37
22.35,65.61,1016.27,73.93
29.95,73.42,1011.44,66.32
5.76,40.07,1013.22,62.99
29.44,64.33,1011.4,61.78
32.83,74.33,1011.44,50.42
16.86,39.63,1004.47,83.5
25.6,66.48,1006.16,69.34
24.56,66.75,1018.5,77.47
18.83,47.83,1005.58,77.07
18.12,43.69,1016.91,52.95
22.09,65.59,1015.54,72.44
12.28,39.96,1011.76,77.07
5.98,41.31,1001.66,89.5
22.36,64.15,1021.05,68.43
22.05,63.31,1012.39,76.95
27.55,68.08,1011.42,60.71
8.23,43.79,1016.11,82.11
16.8,56.03,1020.65,85.26
5.35,35.57,1027.12,80.81
11.91,43.22,1008.75,76.57
24.73,70.72,1009.82,88.79
8.22,40.77,1009.11,95.61
25.24,57.17,1010.44,74.0
21.52,50.66,1013.56,74.33
26.45,64.27,1013.23,60.92
8.47,40.46,1019.87,78.19
30.39,71.8,1010.87,64.11
32.89,73.68,1014.45,52.34
14.55,42.74,1028.41,70.09
31.86,73.88,1005.6,57.68
18.03,58.86,1015.99,89.03
18.66,56.53,1020.13,80.04
16.39,58.59,1014.58,90.34
23.3,72.99,1008.54,92.11
22.49,61.27,1019.6,57.1
15.27,56.89,1013.28,86.92
18.36,53.16,1013.31,83.18
11.98,39.35,1014.97,98.05
20.6,45.38,1014.93,75.78
22.93,51.19,1009.3,82.8
15.06,41.85,1016.78,88.23
9.59,38.91,1011.87,81.3
26.3,61.41,1012.45,56.85
10.42,41.26,1008.48,96.76
11.77,41.06,1021.45,76.63
8.24,39.61,1017.99,78.42
23.19,42.67,1007.83,63.31
27.2,65.18,1011.47,47.14
26.99,68.12,1011.45,58.48
5.66,39.42,1024.7,78.52
14.81,39.58,1011.62,73.64
23.19,49.82,1014.59,70.52
30.82,76.2,1007.47,59.3
19.72,65.94,1010.53,82.12
23.93,64.05,1013.09,86.02
14.3,42.99,1007.32,73.72
19.16,63.09,1017.71,91.15
24.51,65.12,1016.18,62.39
13.97,52.05,1012.05,85.36
12.41,39.28,1017.08,87.02
25.07,56.85,1011.25,51.99
25.77,73.68,1014.18,87.53
14.95,42.99,1008.75,90.76
20.02,58.66,1011.5,76.74
12.36,52.75,1026.04,68.71
21.7,64.69,1007.93,78.37
16.95,40.12,1012.59,87.87
12.22,40.78,1024.02,85.46
23.21,58.66,1012.24,65.31
22.72,62.4,1010.28,80.79
13.54,40.69,1015.85,77.55
23.0,63.78,1015.85,70.46
23.56,73.67,1007.13,87.1
19.64,44.6,1015.88,47.56
21.98,58.79,1010.72,86.85
20.64,61.86,1012.81,99.97
13.72,49.83,1006.88,89.49
26.24,51.43,1011.32,59.52
6.97,41.26,1010.6,96.88
24.67,69.14,1006.25,88.51
23.6,48.98,1015.41,48.28
13.45,45.87,1008.42,87.74
24.84,71.73,1009.84,82.41
11.95,40.69,1015.62,85.34
17.13,42.86,1014.15,73.6
19.92,38.52,1018.15,60.68
30.1,67.45,1014.23,39.04
30.48,70.04,1010.73,53.7
13.07,38.47,1015.16,57.26
15.63,41.79,1006.7,78.28
21.83,57.85,1012.49,75.16
24.38,57.17,1009.85,74.46
33.82,73.03,1013.49,42.17
10.8,39.58,1011.99,87.54
9.86,41.01,1018.49,98.71
25.82,66.49,1013.2,60.32
10.06,34.69,1027.9,71.73
19.06,50.16,1011.36,99.64
22.53,60.95,1015.12,75.1
8.67,36.66,1026.8,84.36
22.03,64.79,1017.95,76.2
16.81,42.86,1013.83,77.11
26.0,69.88,1007.99,87.07
12.34,40.1,1015.77,92.26
17.49,40.55,1001.73,73.15
10.13,38.16,1013.57,79.04
18.32,47.83,1005.06,87.21
20.15,65.59,1014.62,79.39
14.65,41.92,1030.61,63.07
21.03,69.05,1002.17,75.35
17.45,42.28,1007.64,69.19
12.03,40.75,1015.93,85.07
24.2,50.78,1008.74,59.32
22.58,41.54,1013.21,71.33
11.81,40.75,1016.13,84.14
18.95,65.48,1018.17,71.85
24.33,46.93,1013.72,48.27
7.94,35.77,1017.04,63.22
16.07,44.58,1019.52,67.95
15.33,43.13,1015.41,53.17
5.91,39.33,1010.18,95.53
23.25,59.87,1018.69,66.4
23.27,60.84,1019.13,67.24
20.46,51.43,1010.06,83.79
20.13,40.33,1005.31,85.42
32.34,74.99,1002.77,42.83
9.53,38.38,1020.49,80.08
22.23,46.93,1013.09,58.02
5.66,40.0,1022.08,93.03
6.05,38.68,1017.46,66.13
25.14,60.93,1007.44,76.71
10.17,40.46,1018.54,68.21
24.39,70.72,1009.78,82.25
21.07,67.07,1004.64,86.16
21.54,69.48,1011.04,80.48
20.75,60.77,1017.91,86.06
10.06,39.61,1020.69,69.49
24.22,68.51,1013.23,74.96
14.79,39.52,1017.95,71.97
25.5,67.83,1009.29,61.29
30.98,67.48,1009.96,58.92
15.19,41.43,1011.34,89.67
10.23,42.32,1017.53,89.93
18.87,52.05,1012.02,53.46
26.81,56.57,1013.68,61.6
14.95,43.52,1022.43,94.75
9.93,40.67,1018.08,69.74
14.43,38.91,1013.28,70.26
3.96,35.47,1016.79,83.81
22.7,48.14,1014.06,60.09
25.14,67.32,1013.96,41.78
30.93,71.85,1008.63,58.47
14.2,43.02,1012.18,57.07
29.39,69.89,1013.92,47.36
12.88,38.53,1010.95,87.16
28.24,65.27,1013.43,48.74
19.15,44.34,1019.54,48.09
18.45,42.44,1013.45,63.52
28.96,66.54,1002.54,56.33
14.22,45.08,1023.26,84.41
22.88,65.48,1017.33,66.26
9.35,44.03,1011.02,88.11
26.41,68.24,1010.6,77.79
25.52,63.94,1017.81,41.54
23.07,65.27,1013.24,58.38
18.75,44.9,1007.99,75.76
13.76,45.87,1008.89,87.27
13.22,44.92,1023.84,87.99
34.09,68.51,1009.0,32.96
13.96,40.83,1009.89,84.86
28.8,74.9,1003.48,75.01
28.65,68.27,1006.96,52.78
5.71,40.77,1022.49,87.9
11.64,40.22,1010.58,80.84
9.68,40.77,1022.04,85.23
24.09,73.68,1014.93,94.55
22.7,61.41,1012.08,78.08
27.47,63.78,1016.07,48.47
9.76,41.01,1019.66,97.59
6.18,41.38,1020.23,81.38
10.59,41.54,1019.94,72.52
34.43,68.51,1010.17,34.09
28.39,51.43,1011.74,47.54
29.86,59.57,1011.24,64.02
29.18,68.24,1010.04,68.04
17.44,44.89,1009.9,80.54
26.98,70.94,1007.99,68.16
14.46,44.78,1007.64,67.03
24.11,66.51,1015.35,56.01
19.85,56.53,1020.57,74.05
15.12,43.79,1016.37,75.62
28.01,73.18,1012.25,75.02
15.79,58.86,1015.85,91.91
16.68,43.14,1018.39,76.48
9.06,41.92,1029.9,90.88
17.31,44.71,1017.43,35.4
15.49,54.3,1017.59,71.26
30.24,68.3,1016.21,48.25
14.18,42.99,1007.19,73.21
28.97,78.92,1011.71,88.5
30.36,69.04,1009.6,58.73
13.8,40.2,1013.12,90.59
13.61,42.34,1017.57,91.35
9.45,41.4,1027.06,87.35
14.01,42.74,1029.16,68.31
22.31,43.43,1010.64,56.44
13.31,42.18,1016.0,83.94
25.59,65.46,1014.47,37.89
25.38,63.87,1018.7,52.48
7.6,41.04,1021.82,88.97
13.93,42.86,1032.37,71.11
25.32,60.37,1006.19,73.94
23.75,59.07,1007.73,88.82
13.46,41.4,1019.46,71.73
30.07,70.04,1010.84,55.74
24.37,73.42,1010.19,76.01
23.13,72.24,1010.92,92.3
23.33,72.99,1009.33,89.41
25.92,50.16,1003.95,71.3
21.75,50.12,1009.36,94.41
25.88,61.47,1007.93,68.71
24.79,50.78,1008.78,61.88
12.85,40.0,1015.89,68.85
16.26,38.58,1016.04,76.7
21.01,60.1,1010.93,78.6
31.1,68.51,1012.99,54.3
6.65,39.33,1011.29,92.85
25.9,59.54,1007.3,78.38
21.41,62.39,1007.84,88.83
28.52,70.02,1010.34,54.21
25.38,70.94,1007.87,73.59
9.19,40.62,1017.78,68.91
25.77,63.31,1012.76,65.98
12.68,41.16,1020.09,83.32
27.49,63.76,1010.09,62.8
13.88,48.79,1017.28,79.4
7.06,41.38,1021.94,83.55
26.8,49.3,1003.86,62.75
13.01,41.17,1017.26,76.2
19.35,43.43,1009.4,66.11
25.03,47.93,1003.02,62.89
18.75,41.1,1001.97,59.6
22.91,60.07,1016.03,59.72
14.8,44.71,1014.67,41.71
27.17,67.17,1006.76,81.59
27.38,77.24,1008.25,82.49
26.08,57.32,1012.2,47.06
24.42,63.31,1012.64,71.8
29.25,72.99,1006.85,61.15
7.78,39.18,1024.62,85.15
24.79,75.6,1017.07,68.23
17.72,39.99,1007.34,72.3
28.39,65.51,1014.52,66.48
27.34,70.98,1008.82,71.42
16.22,37.87,1022.36,83.13
20.79,68.28,1001.42,76.77
5.78,40.62,1016.55,84.98
25.15,66.49,1012.71,63.46
23.74,65.34,1013.7,62.9
24.15,64.63,1020.72,58.06
24.24,72.43,1008.02,86.4
20.76,59.04,1012.51,85.39
5.11,42.07,1004.28,81.8
19.73,68.63,1012.41,74.12
4.86,39.4,1012.73,91.39
9.54,41.17,1019.79,65.61
9.64,39.35,1015.1,91.76
13.03,39.35,1015.34,79.18
10.61,40.77,1022.09,83.62
20.46,54.2,1011.4,84.0
22.25,60.77,1017.8,82.19
30.36,68.08,1010.76,51.32
23.98,50.32,1008.41,67.75
25.52,67.17,1007.33,85.12
23.81,60.08,1017.29,62.66
28.9,71.25,1000.73,77.24
33.76,68.51,1011.33,38.35
13.45,43.14,1015.5,74.33
14.7,48.6,1006.91,85.65
21.91,48.7,1006.89,83.97
11.05,40.75,1016.55,87.08
21.94,64.15,1021.2,61.75
21.86,60.27,1016.06,90.48
31.05,69.13,1000.38,58.49
14.1,41.16,1021.26,73.87
19.78,62.1,1019.72,78.36
12.58,43.67,1014.36,91.72
22.06,59.39,1015.26,85.04
14.77,58.2,1018.78,83.83
27.49,71.94,1008.25,68.29
5.52,39.33,1009.74,95.25
24.31,67.79,1010.64,76.15
11.53,41.39,1018.39,85.52
24.26,69.71,1008.98,81.58
6.99,39.37,1020.19,75.06
22.16,58.82,1009.61,87.16
22.31,61.45,1009.25,98.56
24.2,59.43,1009.69,62.3
16.12,45.87,1008.15,86.12
24.67,58.05,1011.31,69.95
27.26,63.77,1014.07,66.58
12.91,41.66,1013.37,71.52
11.06,37.92,1008.76,67.32
15.78,48.6,1007.24,84.23
16.13,53.82,1015.63,63.08
24.59,71.94,1006.89,88.52
26.31,77.95,1012.45,77.22
12.61,43.22,1013.41,78.94
24.98,71.98,1006.59,90.61
7.23,41.22,1015.23,98.04
32.55,70.94,1006.75,43.15
14.35,46.18,1016.63,87.76
18.2,45.01,1013.82,68.14
11.26,39.35,1015.47,99.28
28.37,68.12,1012.41,45.87
14.18,39.3,1020.1,67.48
29.23,69.59,1009.0,71.41
13.05,44.34,1018.47,81.2
17.28,44.92,1024.39,76.08
17.75,49.78,1004.49,100.09
27.0,69.34,1008.88,74.4
10.29,40.56,1017.28,69.13
22.64,59.27,1012.58,83.55
27.76,69.4,1004.27,72.25
13.95,38.73,1003.87,83.94
7.61,43.22,1014.8,86.92
21.29,47.45,1008.85,71.6
33.71,69.98,1013.09,42.62
32.63,69.89,1013.85,41.66
12.19,40.05,1014.65,85.1
9.0,39.18,1024.38,84.91
32.41,67.83,1008.54,55.96
23.27,65.48,1019.05,61.36
15.03,42.44,1014.25,94.52
24.81,60.95,1014.72,54.71
16.5,49.39,1018.35,93.42
21.76,47.93,1005.34,86.28
11.56,40.43,1025.48,74.75
24.32,58.79,1016.8,65.61
24.81,63.94,1018.76,44.51
19.31,43.56,1013.65,41.54
5.81,35.79,1012.14,92.28
22.95,70.98,1005.36,93.76
31.11,72.25,1012.34,44.45
13.0,39.28,1016.7,81.94
26.33,64.45,1013.12,43.31
24.29,62.91,1013.04,65.85
8.13,39.99,1011.71,87.89
25.21,75.6,1017.19,69.84
27.33,73.18,1012.26,82.18
23.08,61.86,1013.44,84.64
24.42,65.94,1011.25,65.04
11.23,41.17,1019.36,56.85
13.78,40.0,1018.38,68.67
7.7,40.72,1022.81,81.97
25.67,74.78,1010.24,68.87
18.48,52.05,1012.41,68.2
24.56,58.82,1011.42,72.47
10.03,40.96,1024.57,91.1
28.18,73.03,1014.18,67.72
19.93,62.1,1019.94,76.41
29.87,73.68,1015.1,40.96
9.44,43.99,1020.31,98.06
25.3,71.58,1010.18,87.36
8.19,41.66,1016.57,75.38
23.67,68.67,1006.71,77.22
7.33,40.0,1018.96,80.76
24.44,47.93,1003.13,67.04
17.55,43.14,1018.86,76.0
13.08,44.9,1020.47,86.46
7.79,41.01,1024.0,97.2
7.24,41.17,1020.35,80.56
29.31,68.67,1006.18,63.38
15.22,41.67,1013.18,67.17
10.04,39.66,1015.84,82.31
9.23,39.66,1019.44,76.11
8.57,40.23,1017.53,90.46
15.45,45.0,1023.63,70.74
31.0,77.95,1010.14,65.97
8.91,40.69,1015.11,89.65
27.06,43.77,1011.02,42.61
25.28,70.32,1006.91,81.74
16.58,45.87,1009.66,97.59
15.86,38.62,1016.65,67.51
25.66,77.54,1008.22,78.42
29.1,50.05,1005.87,51.53
28.75,57.55,1004.77,57.55
20.46,51.43,1007.31,93.25
30.15,70.32,1007.58,54.14
13.06,41.78,1012.3,55.31
22.21,48.14,1015.08,66.8
8.49,43.69,1016.93,85.63
28.9,68.12,1011.87,46.56
9.72,39.66,1018.31,76.07
20.25,59.8,1015.3,82.69
31.46,77.17,1009.26,59.61
18.01,44.2,1018.84,55.72
24.44,52.84,1006.39,49.05
11.63,41.5,1013.6,87.11
9.82,39.64,1010.79,69.22
13.4,41.58,1020.5,71.17
16.09,48.78,1015.78,91.12
